player1,player2,p1_cards,p2_cards,p1_tricks,p2_tricks,cards_p1_wins,cards_p2_wins,cards_ties,tricks_p1_wins,tricks_p2_wins,tricks_ties,cards_p1_win_rate,cards_p2_win_rate,cards_tie_rate,tricks_p1_win_rate,tricks_p2_win_rate,tricks_tie_rate
000,001,47523751,47830316,7013534,7423177,944270,1015847,40083,808925,882730,308545,0.4720877912208779,0.5078727127287271,0.02003949605039496,0.4044220577942206,0.4413208679132087,0.15425707429257074
000,010,36946214,58591467,5780142,9102122,555073,1412512,32615,423738,1329077,247385,0.2775087491250875,0.7061853814618538,0.016305869413058695,0.21184781521847815,0.6644720527947205,0.12368013198680132
000,011,37190057,60865133,7013534,10927132,352652,1607713,39835,225275,1539286,235639,0.17630836916308368,0.8037761223877612,0.019915508449155083,0.11262623737626237,0.7695660433956605,0.11780771922807719
000,100,5078277,90282753,1692759,12744757,16,2000174,10,2213,1990012,7975,7.999200079992e-06,0.9999870012998701,4.999500049995e-06,0.0011063893610638936,0.9949065093490651,0.003987101289871013
000,101,39515395,57891214,7013534,10238948,504394,1453001,42805,335247,1388973,275980,0.2521717828217178,0.7264278572142786,0.0214003599640036,0.1676067393260674,0.6944170582941706,0.13797620237976202
000,110,23973560,74087130,5193937,12746337,18826,1976031,5343,16671,1934632,48897,0.009412058794120588,0.9879167083291671,0.002671232876712329,0.008334666533346665,0.9672192780721928,0.024446055394460552
000,111,47219472,47245710,7013534,7015040,970514,972329,57357,649728,650488,699984,0.4852084791520848,0.4861158884111589,0.028675632436756325,0.3248315168483152,0.32521147885211477,0.34995700429957005
001,000,47830316,47523751,7423177,7013534,1015847,944270,40083,882730,808925,308545,0.5078727127287271,0.4720877912208779,0.02003949605039496,0.4413208679132087,0.4044220577942206,0.15425707429257074
001,010,67912948,29577485,11302919,5887478,1727349,246748,26103,1602873,231427,165900,0.8635881411858815,0.12336166383361664,0.01305019498050195,0.8013563643635636,0.1157019298070193,0.08294170582941705
001,011,70084363,28699641,12744762,6373850,1911819,71847,16534,1766176,103356,130668,0.9558139186081391,0.03591990800919908,0.008266173382661734,0.882999700029997,0.051672832716728324,0.06532746725327468
001,100,14798157,81326312,3878250,11951072,3836,1995398,966,52716,1870755,76729,0.0019178082191780822,0.9975992400759924,0.00048295170482951703,0.026355364463553646,0.9352839716028397,0.03836066393360664
001,101,66835595,32504101,12744762,7730031,1835637,136728,27835,1584977,226534,188689,0.9177267273272672,0.06835716428357164,0.013916108389161084,0.7924092590740925,0.11325567443255674,0.09433506649335066
001,110,49663721,49680885,10236840,10240743,954946,956894,88360,817969,819587,362644,0.4774252574742526,0.4783991600839916,0.044175582441755824,0.40894360563943605,0.40975252474752527,0.1813038696130387
001,111,74083594,23967172,12744762,5192645,1976267,18728,5205,1934971,16667,48562,0.9880346965303469,0.009363063693630637,0.002602239776022398,0.9673887611238876,0.008332666733326667,0.024278572142785722
010,000,58591467,36946214,9102122,5780142,1412512,555073,32615,1329077,423738,247385,0.7061853814618538,0.2775087491250875,0.016305869413058695,0.6644720527947205,0.21184781521847815,0.12368013198680132
010,001,29577485,67912948,5887478,11302919,246748,1727349,26103,231427,1602873,165900,0.12336166383361664,0.8635881411858815,0.01305019498050195,0.1157019298070193,0.8013563643635636,0.08294170582941705
010,011,49671307,49669200,10237362,10236931,972198,970726,57276,863678,863235,273287,0.48605039496050395,0.4853144685531447,0.028635136486351364,0.4317958204179582,0.43157434256574345,0.13662983701629838
010,100,45783808,51715427,8534248,8655383,840636,1116234,43330,847790,883856,268554,0.4202759724027597,0.5580611938806119,0.021662833716628336,0.42385261473852615,0.4418838116188381,0.13426357364263575
010,101,47471463,47459234,7276606,7276075,976924,975545,47731,812938,812617,374645,0.4884131586841316,0.48772372762723726,0.023863113688631137,0.40642835716428355,0.4062678732126787,0.18730376962303769
010,110,32505688,66842847,7729770,12746337,137188,1835244,27768,226810,1584907,188483,0.06858714128587141,0.9175302469753025,0.013882611738826118,0.1133936606339366,0.7923742625737427,0.09423207679232076
010,111,57893786,39525441,10237362,7015040,1452655,504980,42565,1387699,336489,276012,0.7262548745125488,0.25246475352464753,0.021280371962803718,0.6937801219878013,0.16822767723227677,0.137992200779922
011,000,60865133,37190057,10927132,7013534,1607713,352652,39835,1539286,225275,235639,0.8037761223877612,0.17630836916308368,0.019915508449155083,0.7695660433956605,0.11262623737626237,0.11780771922807719
011,001,28699641,70084363,6373850,12744762,71847,1911819,16534,103356,1766176,130668,0.03591990800919908,0.9558139186081391,0.008266173382661734,0.051672832716728324,0.882999700029997,0.06532746725327468
011,010,49669200,49671307,10236931,10237362,970726,972198,57276,863235,863678,273287,0.4853144685531447,0.48605039496050395,0.028635136486351364,0.43157434256574345,0.4317958204179582,0.13662983701629838
011,100,49682127,49661952,10239914,10236640,971241,971383,57576,863051,862573,274576,0.4855719428057194,0.48564293570642936,0.028785121487851215,0.4314823517648235,0.43124337566243376,0.13727427257274272
011,101,51705797,45794027,8654509,8535569,1115944,840690,43566,883690,847802,268708,0.5579162083791621,0.4203029697030297,0.02178082191780822,0.4418008199180082,0.42385861413858616,0.13434056594340565
011,110,81336145,14796247,11951277,3878392,1995456,3735,1009,1870907,52510,76783,0.9976282371762824,0.0018673132686731328,0.0005044495550444955,0.9353599640035997,0.026252374762523747,0.03838766123387661
011,111,90296623,5071773,12745717,1690591,2000168,14,18,1989984,2201,8015,0.99998400159984,6.999300069993001e-06,8.999100089991001e-06,0.9948925107489252,0.0011003899610038995,0.0040070992900709925
100,000,90282753,5078277,12744757,1692759,2000174,16,10,1990012,2213,7975,0.9999870012998701,7.999200079992e-06,4.999500049995e-06,0.9949065093490651,0.0011063893610638936,0.003987101289871013
100,001,81326312,14798157,11951072,3878250,1995398,3836,966,1870755,52716,76729,0.9975992400759924,0.0019178082191780822,0.00048295170482951703,0.9352839716028397,0.026355364463553646,0.03836066393360664
100,010,51715427,45783808,8655383,8534248,1116234,840636,43330,883856,847790,268554,0.5580611938806119,0.4202759724027597,0.021662833716628336,0.4418838116188381,0.42385261473852615,0.13426357364263575
100,011,49661952,49682127,10236640,10239914,971383,971241,57576,862573,863051,274576,0.48564293570642936,0.4855719428057194,0.028785121487851215,0.43124337566243376,0.4314823517648235,0.13727427257274272
100,101,49666386,49680162,10236909,10238948,970890,971850,57460,862457,864134,273609,0.4853964603539646,0.4858764123587641,0.028727127287271274,0.4311853814618538,0.43202379762023796,0.1367908209179082
100,110,28688773,70101433,6371226,12746337,71729,1911875,16596,103454,1765847,130899,0.03586091390860914,0.9558419158084192,0.008297170282971703,0.05172182781721828,0.8828352164783522,0.06544295570442955
100,111,60868876,37187752,10924152,7015040,1607912,352022,40266,1538112,226188,235900,0.8038756124387562,0.17599340065993402,0.02013098690130987,0.768979102089791,0.11308269173082691,0.11793820617938207
101,000,57891214,39515395,10238948,7013534,1453001,504394,42805,1388973,335247,275980,0.7264278572142786,0.2521717828217178,0.0214003599640036,0.6944170582941706,0.1676067393260674,0.13797620237976202
101,001,32504101,66835595,7730031,12744762,136728,1835637,27835,226534,1584977,188689,0.06835716428357164,0.9177267273272672,0.013916108389161084,0.11325567443255674,0.7924092590740925,0.09433506649335066
101,010,47459234,47471463,7276075,7276606,975545,976924,47731,812617,812938,374645,0.48772372762723726,0.4884131586841316,0.023863113688631137,0.4062678732126787,0.40642835716428355,0.18730376962303769
101,011,45794027,51705797,8535569,8654509,840690,1115944,43566,847802,883690,268708,0.4203029697030297,0.5579162083791621,0.02178082191780822,0.42385861413858616,0.4418008199180082,0.13434056594340565
101,100,49680162,49666386,10238948,10236909,971850,970890,57460,864134,862457,273609,0.4858764123587641,0.4853964603539646,0.028727127287271274,0.43202379762023796,0.4311853814618538,0.1367908209179082
101,110,29593656,67915372,5888595,11301581,247937,1726038,26225,232863,1601686,165651,0.12395610438956105,0.8629327067293271,0.01311118888111189,0.11641985801419857,0.8007629237076292,0.08281721827817218
101,111,58595711,36960669,9102762,5782325,1413240,554447,32513,1329728,423387,247085,0.7065493450654935,0.2771957804219578,0.016254874512548746,0.6647975202479752,0.21167233276672331,0.12353014698530147
110,000,74087130,23973560,12746337,5193937,1976031,18826,5343,1934632,16671,48897,0.9879167083291671,0.009412058794120588,0.002671232876712329,0.9672192780721928,0.008334666533346665,0.024446055394460552
110,001,49680885,49663721,10240743,10236840,956894,954946,88360,819587,817969,362644,0.4783991600839916,0.4774252574742526,0.044175582441755824,0.40975252474752527,0.40894360563943605,0.1813038696130387
110,010,66842847,32505688,12746337,7729770,1835244,137188,27768,1584907,226810,188483,0.9175302469753025,0.06858714128587141,0.013882611738826118,0.7923742625737427,0.1133936606339366,0.09423207679232076
110,011,14796247,81336145,3878392,11951277,3735,1995456,1009,52510,1870907,76783,0.0018673132686731328,0.9976282371762824,0.0005044495550444955,0.026252374762523747,0.9353599640035997,0.03838766123387661
110,100,70101433,28688773,12746337,6371226,1911875,71729,16596,1765847,103454,130899,0.9558419158084192,0.03586091390860914,0.008297170282971703,0.8828352164783522,0.05172182781721828,0.06544295570442955
110,101,67915372,29593656,11301581,5888595,1726038,247937,26225,1601686,232863,165651,0.8629327067293271,0.12395610438956105,0.01311118888111189,0.8007629237076292,0.11641985801419857,0.08281721827817218
110,111,47837829,47538500,7422436,7015040,1016067,944193,39940,881284,809130,309786,0.5079827017298271,0.4720492950704929,0.01996800319968003,0.4405979402059794,0.40452454754524547,0.15487751224877513
111,000,47245710,47219472,7015040,7013534,972329,970514,57357,650488,649728,699984,0.4861158884111589,0.4852084791520848,0.028675632436756325,0.32521147885211477,0.3248315168483152,0.34995700429957005
111,001,23967172,74083594,5192645,12744762,18728,1976267,5205,16667,1934971,48562,0.009363063693630637,0.9880346965303469,0.002602239776022398,0.008332666733326667,0.9673887611238876,0.024278572142785722
111,010,39525441,57893786,7015040,10237362,504980,1452655,42565,336489,1387699,276012,0.25246475352464753,0.7262548745125488,0.021280371962803718,0.16822767723227677,0.6937801219878013,0.137992200779922
111,011,5071773,90296623,1690591,12745717,14,2000168,18,2201,1989984,8015,6.999300069993001e-06,0.99998400159984,8.999100089991001e-06,0.0011003899610038995,0.9948925107489252,0.0040070992900709925
111,100,37187752,60868876,7015040,10924152,352022,1607912,40266,226188,1538112,235900,0.17599340065993402,0.8038756124387562,0.02013098690130987,0.11308269173082691,0.768979102089791,0.11793820617938207
111,101,36960669,58595711,5782325,9102762,554447,1413240,32513,423387,1329728,247085,0.2771957804219578,0.7065493450654935,0.016254874512548746,0.21167233276672331,0.6647975202479752,0.12353014698530147
111,110,47538500,47837829,7015040,7422436,944193,1016067,39940,809130,881284,309786,0.4720492950704929,0.5079827017298271,0.01996800319968003,0.40452454754524547,0.4405979402059794,0.15487751224877513
